start,count
"(1, 312, 1348)","(34, 76, 47)"
"(1715, 539, 732)","(74, 29, 58)"
"(1741, 340, 759)","(30, 42, 98)"
"(1106, 647, 1131)","(44, 31, 89)"
"(1203, 583, 2998)","(38, 48, 68)"
"(1700, 378, 192)","(60, 36, 58)"
"(1931, 711, 1416)","(58, 48, 44)"
"(164, 766, 2274)","(35, 58, 60)"
"(667, 829, 2056)","(56, 46, 48)"
"(834, 331, 668)","(67, 24, 76)"
"(1332, 16, 2106)","(62, 38, 53)"
"(1641, 484, 1590)","(75, 40, 41)"
"(1618, 549, 366)","(82, 36, 42)"
"(1134, 288, 813)","(49, 71, 36)"
"(1625, 605, 2004)","(69, 45, 39)"
"(1742, 447, 1260)","(52, 50, 47)"
"(1087, 211, 1477)","(29, 78, 55)"
"(852, 676, 114)","(29, 71, 59)"
"(1307, 131, 1172)","(46, 52, 52)"
"(1230, 328, 1716)","(66, 33, 57)"
"(714, 387, 853)","(32, 42, 91)"
"(1708, 359, 765)","(45, 41, 66)"
"(713, 249, 2020)","(55, 36, 63)"
"(1560, 447, 1365)","(58, 53, 40)"
"(1160, 229, 1666)","(31, 101, 39)"
"(503, 187, 986)","(26, 67, 70)"
"(1009, 649, 1313)","(40, 60, 51)"
"(926, 441, 966)","(47, 49, 53)"
"(1110, 396, 20)","(46, 66, 41)"
"(1764, 424, 1290)","(60, 79, 26)"
"(1068, 384, 1896)","(29, 61, 71)"
"(499, 455, 2162)","(86, 33, 44)"
"(1584, 424, 1360)","(37, 74, 45)"
"(951, 203, 267)","(44, 38, 73)"
"(350, 304, 3340)","(59, 56, 37)"
"(2166, 25, 1997)","(43, 40, 72)"
"(1491, 519, 1608)","(71, 54, 33)"
"(637, 316, 1693)","(44, 58, 48)"
"(863, 577, 1378)","(68, 28, 64)"
"(668, 501, 2503)","(42, 49, 60)"
"(74, 228, 1834)","(51, 41, 60)"
"(1020, 331, 1999)","(60, 28, 74)"
"(2036, 461, 233)","(49, 55, 46)"
"(948, 313, 1572)","(63, 74, 26)"
"(1318, 459, 2399)","(56, 37, 59)"
"(1374, 391, 1404)","(72, 50, 34)"
"(628, 419, 1570)","(54, 58, 40)"
"(1483, 674, 1338)","(38, 79, 41)"
"(1396, 622, 1040)","(56, 57, 38)"
"(880, 385, 1229)","(56, 41, 54)"
"(963, 208, 1534)","(62, 32, 62)"
"(966, 338, 1284)","(53, 45, 52)"
"(377, 603, 1306)","(61, 51, 40)"
"(1047, 200, 1507)","(72, 52, 33)"
"(1154, 396, 2146)","(71, 54, 32)"
"(2386, 208, 1575)","(49, 38, 67)"
"(1163, 896, 1379)","(78, 37, 43)"
"(1152, 74, 3068)","(57, 45, 49)"
"(846, 454, 1324)","(59, 67, 31)"
"(1558, 243, 1517)","(57, 30, 74)"
"(2082, 460, 247)","(56, 92, 24)"
"(1070, 361, 223)","(42, 60, 48)"
"(203, 505, 2151)","(79, 69, 23)"
"(1429, 366, 1685)","(28, 44, 100)"
"(630, 222, 1739)","(40, 45, 69)"
"(797, 299, 1663)","(46, 48, 56)"
"(713, 249, 2020)","(55, 36, 63)"
"(996, 219, 1508)","(63, 38, 51)"
"(1088, 74, 3028)","(59, 24, 87)"
"(1568, 352, 1873)","(28, 75, 59)"
"(1964, 187, 275)","(69, 44, 41)"
"(1161, 384, 1971)","(56, 61, 36)"
"(44, 842, 1406)","(50, 52, 47)"
"(912, 214, 286)","(58, 40, 54)"
"(507, 423, 2096)","(38, 57, 58)"
"(1356, 383, 1371)","(33, 71, 53)"
"(1931, 605, 770)","(64, 37, 52)"
"(1459, 349, 1673)","(32, 54, 71)"
"(984, 680, 2578)","(64, 39, 49)"
"(701, 256, 1145)","(54, 57, 40)"
"(1211, 598, 3015)","(54, 41, 55)"
"(1609, 40, 619)","(78, 26, 61)"
"(1736, 583, 713)","(56, 34, 64)"
"(1015, 22, 1831)","(43, 42, 67)"
"(1575, 381, 1610)","(41, 61, 50)"
"(1568, 824, 998)","(43, 41, 70)"
"(1628, 243, 1427)","(61, 50, 41)"
"(883, 366, 1265)","(55, 93, 24)"
"(360, 569, 1288)","(31, 74, 53)"
"(1744, 54, 1736)","(69, 34, 53)"
"(1176, 178, 1471)","(33, 118, 32)"
"(2082, 460, 247)","(56, 92, 24)"
"(1083, 327, 953)","(44, 54, 52)"
"(1727, 332, 796)","(42, 68, 43)"
"(1465, 462, 1101)","(88, 43, 32)"
"(1654, 264, 1399)","(64, 59, 32)"
"(1046, 351, 2038)","(90, 31, 44)"
"(1245, 212, 2046)","(46, 63, 42)"
"(687, 444, 2496)","(69, 54, 33)"
"(687, 444, 2496)","(69, 54, 33)"
"(1254, 121, 1587)","(46, 49, 55)"
"(835, 370, 1212)","(86, 42, 34)"
"(900, 386, 1153)","(42, 57, 52)"
"(2026, 685, 2369)","(68, 40, 46)"
"(46, 237, 1012)","(64, 66, 29)"
"(954, 223, 1502)","(49, 32, 79)"
"(236, 626, 543)","(57, 65, 33)"
"(1205, 153, 908)","(42, 31, 94)"
"(1397, 630, 1023)","(47, 57, 47)"
"(241, 841, 1701)","(46, 35, 76)"
"(624, 499, 1582)","(87, 23, 61)"
"(1109, 103, 304)","(66, 51, 37)"
"(954, 393, 1365)","(52, 48, 50)"
"(745, 393, 1800)","(59, 37, 56)"
"(1873, 354, 2191)","(64, 39, 49)"
"(847, 440, 938)","(91, 39, 34)"
"(1829, 102, 1168)","(40, 69, 45)"
"(830, 434, 2239)","(25, 61, 81)"
"(1994, 371, 3137)","(51, 52, 47)"
"(1144, 619, 1076)","(29, 38, 110)"
"(837, 190, 1127)","(58, 23, 91)"
"(769, 306, 2050)","(32, 77, 50)"
"(1688, 252, 529)","(26, 56, 84)"
"(1153, 362, 2020)","(58, 41, 52)"
"(1015, 632, 165)","(21, 77, 77)"
"(1154, 396, 2146)","(71, 54, 32)"
"(1171, 163, 924)","(62, 25, 80)"
"(417, 614, 1275)","(50, 56, 44)"
"(1490, 133, 2960)","(31, 57, 70)"
"(1642, 655, 1094)","(64, 45, 43)"
"(1330, 62, 926)","(66, 33, 56)"
"(830, 338, 1708)","(53, 46, 51)"
"(279, 760, 1346)","(49, 63, 40)"
"(1720, 264, 1429)","(27, 59, 76)"
"(1315, 414, 684)","(37, 62, 53)"
"(1217, 244, 2035)","(80, 27, 57)"
"(74, 509, 2722)","(54, 44, 52)"
"(843, 208, 1166)","(54, 49, 47)"
"(798, 821, 1767)","(38, 54, 61)"
"(1438, 855, 2328)","(37, 83, 40)"
"(1748, 143, 976)","(64, 41, 47)"
"(49, 538, 2748)","(93, 45, 29)"
"(667, 293, 1183)","(45, 56, 49)"
"(1835, 322, 1268)","(57, 55, 40)"
"(769, 306, 2050)","(32, 77, 50)"
"(1050, 213, 1504)","(40, 60, 52)"
"(1455, 335, 1697)","(29, 58, 74)"
"(1445, 481, 2821)","(22, 81, 70)"
"(1548, 876, 149)","(56, 43, 51)"
"(753, 482, 2289)","(84, 42, 35)"
"(153, 628, 2370)","(40, 62, 50)"
"(565, 247, 888)","(31, 77, 52)"
"(822, 415, 2192)","(92, 36, 37)"
"(923, 489, 1296)","(50, 40, 62)"
"(971, 666, 2584)","(63, 43, 46)"
"(920, 415, 1268)","(34, 76, 47)"
"(1282, 232, 622)","(53, 51, 46)"
"(802, 493, 2261)","(73, 25, 67)"
"(1382, 446, 1496)","(52, 55, 44)"
"(155, 536, 1184)","(68, 31, 59)"
"(2198, 268, 1677)","(53, 48, 49)"
"(1307, 767, 1111)","(67, 42, 44)"
"(1142, 799, 2421)","(43, 53, 55)"
"(2274, 397, 307)","(49, 31, 81)"
"(1136, 389, 161)","(60, 56, 37)"
"(547, 397, 2246)","(56, 30, 73)"
"(1121, 717, 183)","(63, 67, 29)"
"(87, 355, 3346)","(35, 107, 33)"
"(351, 299, 116)","(61, 23, 88)"
"(1678, 471, 1581)","(42, 60, 49)"
"(1298, 327, 1721)","(73, 49, 34)"
"(932, 327, 1612)","(51, 32, 76)"
"(1478, 452, 1656)","(30, 64, 65)"
"(838, 209, 3299)","(71, 38, 47)"
"(816, 221, 1130)","(47, 47, 57)"
"(1560, 407, 1554)","(55, 44, 51)"
"(47, 776, 2115)","(42, 53, 55)"
"(1661, 580, 1093)","(51, 76, 32)"
"(962, 246, 681)","(51, 62, 39)"
"(1755, 429, 1270)","(40, 68, 46)"
"(1297, 711, 2538)","(35, 57, 62)"
"(932, 327, 1612)","(51, 32, 76)"
"(1658, 477, 1577)","(73, 48, 35)"
"(1166, 150, 923)","(54, 43, 53)"
"(47, 376, 146)","(40, 55, 56)"
"(317, 817, 945)","(72, 28, 61)"
"(1235, 136, 1589)","(65, 52, 37)"
"(1430, 589, 1052)","(38, 67, 49)"
"(1352, 871, 600)","(54, 78, 29)"
"(910, 623, 487)","(38, 60, 54)"
"(1073, 336, 977)","(88, 38, 35)"
"(1234, 216, 2031)","(46, 56, 48)"
"(813, 229, 1159)","(46, 29, 91)"
"(1221, 515, 681)","(68, 36, 50)"
"(1497, 345, 1690)","(53, 74, 32)"
"(623, 328, 1724)","(46, 65, 41)"
"(515, 172, 1695)","(71, 29, 60)"
"(1177, 494, 1079)","(50, 62, 40)"
"(1596, 551, 335)","(30, 67, 61)"
"(686, 444, 2515)","(57, 61, 35)"
"(1195, 171, 967)","(56, 42, 53)"
"(171, 513, 1184)","(47, 97, 27)"
"(1551, 451, 1361)","(56, 39, 57)"
"(934, 375, 1729)","(30, 90, 46)"
"(2127, 449, 1630)","(42, 42, 70)"
"(1304, 768, 1551)","(58, 64, 33)"
"(1422, 344, 1720)","(61, 29, 71)"
"(1460, 426, 1677)","(56, 72, 31)"
"(813, 229, 1159)","(46, 29, 91)"
"(958, 191, 318)","(52, 49, 48)"
"(532, 391, 2085)","(77, 64, 25)"
"(1067, 626, 1346)","(53, 34, 69)"
"(985, 668, 151)","(51, 32, 74)"
"(1445, 399, 1659)","(49, 32, 79)"
"(2022, 2, 3088)","(47, 59, 45)"
"(197, 157, 506)","(93, 53, 25)"
"(1430, 303, 1758)","(87, 28, 50)"
"(1156, 418, 1874)","(58, 48, 44)"
"(1311, 441, 2415)","(63, 63, 31)"
"(1747, 378, 201)","(50, 57, 43)"
"(2166, 25, 1997)","(43, 40, 72)"
"(952, 347, 1573)","(52, 36, 66)"
"(545, 135, 2931)","(51, 40, 61)"
"(842, 583, 2417)","(34, 61, 59)"
"(1405, 462, 2091)","(32, 54, 70)"
"(1594, 349, 2672)","(35, 45, 80)"
"(611, 506, 2309)","(72, 45, 39)"
"(1552, 410, 2603)","(57, 37, 58)"
"(842, 583, 2417)","(34, 61, 59)"
"(785, 496, 2389)","(50, 52, 48)"
"(1281, 790, 1091)","(67, 31, 59)"
"(1482, 526, 1621)","(41, 80, 38)"
"(1451, 676, 1347)","(73, 62, 27)"
"(1321, 39, 1751)","(81, 34, 44)"
"(289, 236, 1494)","(68, 52, 35)"
"(2143, 327, 519)","(68, 69, 26)"
"(233, 598, 518)","(36, 56, 62)"
"(1569, 345, 1914)","(58, 39, 55)"
"(980, 538, 431)","(34, 59, 61)"
"(721, 383, 859)","(69, 28, 63)"
"(416, 481, 327)","(52, 52, 45)"
"(1475, 344, 1643)","(56, 37, 59)"
"(1436, 392, 1642)","(73, 34, 50)"
"(634, 425, 1576)","(42, 68, 44)"
"(1096, 19, 1909)","(41, 57, 53)"
"(164, 504, 1190)","(73, 48, 35)"
"(971, 549, 406)","(44, 49, 58)"
"(1292, 553, 1706)","(54, 54, 43)"
"(934, 392, 1719)","(33, 65, 58)"
"(2329, 108, 404)","(73, 44, 38)"
"(1964, 187, 275)","(69, 44, 41)"
"(1356, 75, 1360)","(55, 73, 31)"
"(857, 341, 1094)","(45, 71, 39)"
"(1058, 315, 967)","(68, 41, 44)"
"(1559, 384, 661)","(48, 52, 50)"
"(915, 378, 1237)","(57, 60, 37)"
"(976, 218, 1484)","(70, 40, 44)"
"(1584, 363, 2645)","(44, 50, 57)"
"(230, 173, 485)","(39, 54, 59)"
"(49, 246, 951)","(48, 47, 54)"
"(43, 863, 2508)","(52, 58, 40)"
"(244, 421, 1054)","(49, 56, 45)"
"(1143, 283, 778)","(41, 54, 55)"
"(862, 443, 961)","(77, 43, 37)"
"(1618, 549, 366)","(82, 36, 42)"
"(1689, 25, 720)","(47, 44, 60)"
"(1030, 15, 1818)","(68, 38, 47)"
"(1584, 363, 2645)","(44, 50, 57)"
"(1120, 753, 140)","(42, 71, 42)"
"(1661, 191, 1358)","(37, 36, 91)"
"(23, 381, 1620)","(53, 43, 54)"
"(667, 411, 837)","(65, 31, 61)"
"(800, 235, 1866)","(74, 37, 45)"
"(1110, 651, 1290)","(48, 44, 58)"
"(644, 486, 2301)","(45, 48, 57)"
"(1073, 336, 977)","(88, 38, 35)"
"(210, 480, 3153)","(31, 35, 112)"
"(1624, 29, 622)","(54, 38, 61)"
"(733, 392, 1817)","(53, 57, 41)"
"(1544, 349, 1861)","(55, 34, 66)"
"(1089, 332, 3115)","(37, 84, 40)"
"(986, 288, 1273)","(37, 89, 38)"
"(1455, 335, 1697)","(29, 58, 74)"
"(860, 353, 1093)","(53, 41, 57)"
"(780, 284, 1667)","(93, 55, 24)"
"(2015, 795, 3312)","(34, 47, 78)"
"(1433, 454, 1505)","(69, 58, 31)"
"(2278, 114, 1221)","(58, 37, 58)"
"(1088, 621, 1314)","(31, 39, 101)"
"(176, 43, 724)","(74, 34, 49)"
"(1396, 622, 1040)","(56, 57, 38)"
"(499, 455, 2162)","(86, 33, 44)"
"(1740, 351, 1815)","(47, 76, 34)"
"(1256, 84, 118)","(36, 66, 52)"
"(2037, 464, 217)","(81, 22, 70)"
"(1244, 172, 1564)","(58, 34, 63)"
"(880, 783, 3395)","(40, 65, 48)"
"(2203, 32, 2050)","(93, 50, 26)"
"(1117, 246, 787)","(53, 56, 42)"
"(1553, 397, 2602)","(47, 41, 64)"
"(1160, 229, 1666)","(31, 101, 39)"
"(1725, 465, 1555)","(34, 66, 56)"
"(2367, 628, 2927)","(86, 30, 47)"
"(1465, 402, 1717)","(33, 96, 38)"
"(909, 655, 501)","(62, 29, 69)"
"(1765, 521, 1495)","(62, 39, 51)"
"(800, 235, 1866)","(74, 37, 45)"
"(1021, 441, 1908)","(42, 63, 47)"
"(1030, 15, 1818)","(68, 38, 47)"
"(998, 357, 2806)","(39, 31, 102)"
"(973, 231, 714)","(51, 62, 40)"
"(1330, 20, 1729)","(46, 64, 42)"
"(1841, 450, 1058)","(70, 30, 58)"
"(1433, 665, 1009)","(57, 58, 37)"
"(1307, 131, 1172)","(46, 52, 52)"
"(2038, 430, 1090)","(43, 69, 42)"
"(1046, 351, 2038)","(90, 31, 44)"
"(1401, 733, 1085)","(58, 49, 43)"
"(1138, 242, 1665)","(63, 50, 39)"
"(1127, 620, 1107)","(45, 37, 75)"
"(1709, 411, 2031)","(70, 70, 25)"
"(258, 252, 1078)","(58, 47, 46)"
"(973, 384, 1237)","(34, 59, 62)"
"(1079, 412, 1902)","(56, 33, 67)"
"(870, 126, 2876)","(52, 37, 64)"
"(1482, 526, 1621)","(41, 80, 38)"
"(307, 447, 2542)","(42, 42, 70)"
"(1483, 332, 815)","(35, 81, 43)"
"(1160, 229, 1666)","(31, 101, 39)"
"(1553, 397, 2602)","(47, 41, 64)"
"(1120, 753, 140)","(42, 71, 42)"
"(508, 277, 1385)","(31, 74, 54)"
"(102, 604, 608)","(26, 54, 87)"
"(1563, 443, 1579)","(32, 76, 50)"
"(203, 337, 291)","(27, 74, 61)"
"(1433, 626, 1090)","(46, 56, 48)"
"(1762, 491, 1567)","(58, 41, 53)"
"(1068, 206, 1954)","(57, 67, 32)"
"(951, 203, 267)","(44, 38, 73)"
"(516, 115, 1575)","(53, 49, 47)"
"(181, 357, 2582)","(57, 47, 47)"
"(1769, 479, 1597)","(63, 34, 57)"
"(1062, 349, 3119)","(62, 38, 53)"
"(1876, 33, 1317)","(40, 50, 61)"
"(613, 728, 2176)","(72, 56, 31)"
"(491, 72, 2221)","(36, 65, 53)"
"(1160, 229, 1666)","(31, 101, 39)"
"(842, 335, 1717)","(46, 57, 47)"
"(598, 0, 2070)","(35, 50, 70)"
"(592, 176, 489)","(37, 57, 58)"
"(1295, 315, 1696)","(47, 56, 47)"
"(1207, 350, 2700)","(61, 32, 64)"
"(1943, 583, 119)","(38, 62, 53)"
"(494, 359, 1310)","(28, 72, 61)"
"(741, 433, 868)","(57, 58, 37)"
"(1544, 583, 2477)","(55, 43, 52)"
"(1008, 142, 3147)","(48, 52, 49)"
"(307, 685, 1169)","(77, 35, 46)"
"(1146, 90, 305)","(32, 85, 46)"
"(349, 610, 1292)","(91, 41, 33)"
"(1761, 466, 1440)","(33, 49, 78)"
"(515, 172, 1695)","(71, 29, 60)"
"(599, 672, 684)","(62, 42, 48)"
"(325, 21, 582)","(47, 93, 28)"
"(1282, 232, 622)","(53, 51, 46)"
"(667, 293, 1183)","(45, 56, 49)"
"(24, 269, 1397)","(40, 80, 38)"
"(1591, 242, 1528)","(43, 60, 48)"
"(1071, 317, 2012)","(55, 38, 59)"
"(1170, 458, 1874)","(57, 58, 37)"
"(738, 662, 762)","(46, 52, 52)"
"(249, 270, 1577)","(33, 82, 46)"
"(879, 206, 3205)","(53, 81, 29)"
"(1446, 449, 376)","(36, 45, 77)"
"(881, 117, 2865)","(30, 64, 63)"
"(0, 355, 1374)","(78, 28, 57)"
"(813, 428, 2270)","(47, 48, 54)"
"(757, 423, 848)","(46, 55, 49)"
"(1161, 429, 1870)","(60, 38, 54)"
"(685, 281, 2203)","(44, 71, 40)"
"(410, 460, 332)","(61, 79, 25)"
"(1171, 379, 2018)","(29, 66, 65)"
"(2318, 142, 2489)","(57, 79, 27)"
"(1030, 325, 2010)","(23, 67, 79)"
"(1071, 316, 757)","(83, 44, 34)"
"(2119, 179, 885)","(54, 47, 49)"
"(1401, 602, 989)","(45, 51, 54)"
"(2418, 171, 2468)","(38, 70, 46)"
"(1048, 297, 949)","(48, 37, 70)"
"(1195, 171, 967)","(56, 42, 53)"
"(874, 631, 1410)","(68, 45, 40)"
"(721, 383, 859)","(69, 28, 63)"
"(986, 288, 1273)","(37, 89, 38)"
"(1705, 291, 1422)","(49, 30, 85)"
"(497, 280, 1343)","(63, 32, 62)"
"(990, 320, 1354)","(32, 70, 55)"
"(851, 419, 2198)","(97, 46, 27)"
"(1041, 345, 1992)","(39, 63, 51)"
"(85, 707, 2184)","(60, 31, 66)"
"(2218, 233, 600)","(55, 63, 36)"
"(1450, 328, 1755)","(56, 62, 36)"
"(596, 454, 2313)","(34, 39, 93)"
"(410, 460, 332)","(61, 79, 25)"
"(164, 504, 1190)","(73, 48, 35)"
"(978, 600, 1358)","(44, 69, 41)"
"(772, 831, 1787)","(52, 53, 45)"
"(1258, 154, 1575)","(40, 62, 50)"
"(149, 391, 3256)","(59, 45, 47)"
"(1738, 446, 1021)","(78, 51, 31)"
"(1326, 302, 977)","(52, 50, 48)"
"(988, 661, 1344)","(65, 25, 76)"
"(969, 266, 1260)","(104, 37, 32)"
"(1551, 451, 1361)","(56, 39, 57)"
"(1729, 299, 23)","(29, 84, 51)"
"(918, 452, 978)","(65, 30, 64)"
"(193, 287, 2725)","(35, 81, 44)"
"(1147, 241, 1673)","(36, 66, 53)"
"(785, 496, 2389)","(50, 52, 48)"
"(985, 698, 2011)","(70, 44, 41)"
"(248, 256, 1069)","(58, 24, 87)"
"(1142, 738, 170)","(64, 49, 39)"
"(1075, 40, 1095)","(43, 67, 43)"
"(886, 368, 1716)","(65, 32, 60)"
"(949, 656, 1412)","(37, 48, 69)"
"(1648, 258, 1472)","(80, 37, 42)"
"(1264, 277, 2437)","(68, 64, 28)"
"(1071, 231, 1944)","(58, 38, 57)"
"(1465, 462, 1101)","(88, 43, 32)"
"(1670, 709, 865)","(70, 57, 31)"
"(931, 541, 379)","(72, 41, 42)"
"(1022, 310, 1762)","(61, 30, 67)"
"(305, 423, 2561)","(30, 61, 68)"
"(1646, 252, 525)","(64, 44, 43)"
"(1476, 414, 1709)","(31, 80, 49)"
"(1315, 414, 684)","(37, 62, 53)"
"(1018, 14, 1820)","(61, 46, 44)"
"(966, 338, 1284)","(53, 45, 52)"
"(804, 198, 1044)","(46, 48, 56)"
"(1030, 397, 2052)","(38, 56, 58)"
"(1973, 444, 1006)","(58, 39, 55)"
"(839, 300, 1602)","(52, 58, 41)"
"(554, 374, 2072)","(36, 52, 66)"
"(1079, 412, 1902)","(56, 33, 67)"
"(1540, 870, 139)","(64, 28, 68)"
"(1814, 35, 3074)","(47, 27, 98)"
"(1050, 350, 3139)","(77, 66, 24)"
"(1484, 347, 1638)","(36, 61, 57)"
"(643, 450, 2487)","(24, 66, 78)"
"(1044, 571, 1414)","(44, 57, 49)"
"(1972, 363, 3142)","(64, 65, 30)"
"(1489, 345, 1675)","(32, 61, 62)"
"(823, 199, 1189)","(24, 74, 70)"
"(993, 546, 2228)","(88, 34, 41)"
"(1645, 626, 1100)","(72, 44, 38)"
"(1195, 171, 967)","(56, 42, 53)"
"(2334, 186, 2452)","(52, 38, 63)"
"(2370, 590, 13)","(48, 43, 60)"
"(804, 198, 1044)","(46, 48, 56)"
"(598, 0, 2070)","(35, 50, 70)"
"(1061, 192, 804)","(59, 59, 35)"
"(1105, 364, 2034)","(76, 69, 23)"
"(1563, 443, 1579)","(32, 76, 50)"
"(1576, 457, 1617)","(42, 51, 57)"
"(816, 294, 1628)","(55, 69, 33)"
"(1067, 436, 2638)","(42, 67, 44)"
"(1148, 382, 2029)","(44, 56, 50)"
"(1035, 132, 1095)","(55, 37, 60)"
"(1713, 448, 1390)","(98, 27, 46)"
"(952, 347, 1573)","(52, 36, 66)"
"(1282, 232, 622)","(53, 51, 46)"
"(1068, 206, 1954)","(57, 67, 32)"
"(927, 342, 1580)","(57, 40, 54)"
"(1436, 392, 1642)","(73, 34, 50)"
"(1007, 508, 2242)","(51, 53, 45)"
"(1073, 374, 212)","(33, 66, 57)"
"(420, 468, 372)","(49, 42, 60)"
"(978, 359, 1572)","(45, 45, 60)"
"(784, 303, 684)","(31, 63, 64)"
"(87, 355, 3346)","(35, 107, 33)"
"(809, 306, 711)","(57, 55, 40)"
"(315, 203, 1469)","(38, 52, 62)"
"(1011, 313, 2028)","(51, 88, 28)"
"(333, 839, 781)","(63, 72, 27)"
"(857, 417, 2199)","(33, 64, 58)"
"(1706, 385, 188)","(50, 43, 58)"
"(956, 218, 1504)","(77, 25, 63)"
"(1618, 549, 366)","(82, 36, 42)"
"(1155, 74, 3070)","(50, 44, 56)"
"(907, 471, 1304)","(36, 41, 83)"
"(1903, 604, 789)","(84, 66, 22)"
"(952, 268, 1255)","(50, 60, 42)"
"(81, 336, 1311)","(58, 45, 47)"
"(1835, 322, 1268)","(57, 55, 40)"
"(2020, 792, 235)","(68, 36, 50)"
"(572, 407, 2225)","(45, 42, 66)"
"(2367, 628, 2927)","(86, 30, 47)"
"(1706, 385, 188)","(50, 43, 58)"
"(1126, 562, 1841)","(35, 99, 36)"
"(1136, 389, 161)","(60, 56, 37)"
"(969, 266, 1260)","(104, 37, 32)"
"(834, 331, 668)","(67, 24, 76)"
"(215, 168, 519)","(84, 60, 24)"
"(1744, 54, 1736)","(69, 34, 53)"
"(755, 418, 830)","(49, 50, 51)"
"(1483, 423, 1676)","(50, 34, 73)"
"(1790, 19, 1701)","(24, 57, 90)"
"(1101, 472, 1111)","(69, 50, 36)"
"(966, 338, 1284)","(53, 45, 52)"
"(1760, 572, 769)","(35, 66, 54)"
"(1584, 414, 1614)","(28, 60, 74)"
"(296, 445, 2537)","(83, 50, 30)"
"(498, 165, 1713)","(51, 62, 39)"
"(1781, 467, 1424)","(31, 61, 65)"
"(1241, 489, 703)","(46, 82, 33)"
"(739, 551, 1071)","(84, 42, 35)"
"(1320, 773, 430)","(113, 32, 35)"
"(717, 404, 826)","(43, 64, 45)"
"(334, 36, 2483)","(37, 91, 37)"
"(2338, 56, 1788)","(50, 54, 46)"
"(883, 421, 1250)","(49, 39, 64)"
"(815, 346, 1171)","(43, 68, 42)"
"(1039, 429, 2043)","(36, 49, 72)"
"(944, 402, 1362)","(61, 41, 50)"
"(1521, 430, 1029)","(64, 52, 37)"
"(13, 318, 1350)","(41, 74, 41)"
"(1584, 407, 2650)","(47, 68, 39)"
"(1964, 187, 275)","(69, 44, 41)"
"(1326, 18, 1743)","(61, 71, 29)"
"(983, 586, 1314)","(37, 73, 46)"
"(759, 294, 701)","(31, 77, 52)"
"(2413, 271, 1584)","(34, 62, 59)"
"(1580, 485, 1618)","(86, 32, 45)"
"(900, 573, 1414)","(43, 65, 45)"
"(2067, 449, 247)","(55, 60, 37)"
"(955, 339, 1299)","(42, 99, 30)"
"(654, 696, 788)","(83, 43, 34)"
"(1167, 216, 1446)","(50, 54, 46)"
"(551, 6, 1525)","(57, 41, 52)"
"(1688, 252, 529)","(26, 56, 84)"
"(1172, 228, 1637)","(48, 31, 83)"
"(1392, 339, 1074)","(78, 63, 25)"
"(494, 170, 1710)","(57, 52, 41)"
"(745, 373, 279)","(43, 70, 41)"
"(306, 400, 1380)","(38, 71, 46)"
"(789, 367, 2066)","(42, 40, 74)"
"(1086, 417, 1942)","(56, 72, 31)"
"(2370, 590, 13)","(48, 43, 60)"
"(1422, 344, 1720)","(61, 29, 71)"
"(1046, 438, 1913)","(77, 25, 63)"
"(1043, 410, 168)","(78, 63, 25)"
"(903, 668, 1436)","(50, 41, 59)"
"(1552, 392, 1859)","(56, 66, 33)"
"(817, 374, 1206)","(40, 52, 60)"
"(289, 236, 1494)","(68, 52, 35)"
"(1736, 583, 713)","(56, 34, 64)"
"(1612, 856, 3328)","(47, 40, 67)"
"(1038, 588, 1400)","(50, 38, 64)"
"(152, 521, 1175)","(86, 34, 42)"
"(1136, 389, 161)","(60, 56, 37)"
"(1103, 30, 1078)","(43, 99, 29)"
"(1569, 345, 1914)","(58, 39, 55)"
"(1649, 648, 1964)","(52, 60, 39)"
"(1496, 528, 1569)","(64, 30, 63)"
"(952, 268, 1255)","(50, 60, 42)"
"(954, 393, 1365)","(52, 48, 50)"
"(1121, 717, 183)","(63, 67, 29)"
"(1087, 211, 1477)","(29, 78, 55)"
"(1351, 305, 1043)","(52, 60, 39)"
"(264, 274, 1555)","(39, 48, 66)"
"(1083, 372, 2036)","(50, 67, 37)"
"(1007, 508, 2242)","(51, 53, 45)"
"(1244, 172, 1564)","(58, 34, 63)"
"(1019, 368, 551)","(63, 45, 44)"
"(1352, 373, 1312)","(26, 63, 76)"
"(620, 459, 2369)","(74, 49, 34)"
"(1962, 61, 1803)","(32, 56, 69)"
"(164, 766, 2274)","(35, 58, 60)"
"(745, 373, 279)","(43, 70, 41)"
"(1480, 514, 1606)","(48, 45, 57)"
"(524, 416, 2219)","(107, 42, 27)"
"(1360, 384, 1390)","(70, 58, 31)"
"(1230, 333, 1717)","(69, 71, 25)"
"(1019, 260, 1248)","(30, 95, 43)"
"(1666, 350, 748)","(53, 66, 35)"
"(932, 562, 425)","(44, 83, 34)"
"(920, 415, 1268)","(34, 76, 47)"
"(1458, 418, 1670)","(25, 93, 53)"
"(1628, 243, 1427)","(61, 50, 41)"
"(162, 264, 1210)","(78, 61, 26)"
"(747, 551, 2423)","(66, 32, 59)"
"(680, 630, 1457)","(53, 40, 58)"
"(1472, 355, 1647)","(66, 56, 33)"
"(1526, 562, 1120)","(63, 59, 34)"
"(2263, 325, 334)","(45, 47, 58)"
"(1808, 431, 1049)","(53, 58, 40)"
"(1051, 280, 974)","(52, 35, 68)"
"(1192, 353, 1722)","(88, 51, 28)"
"(797, 299, 1663)","(46, 48, 56)"
"(1259, 326, 1828)","(35, 38, 93)"
"(1274, 422, 710)","(46, 70, 38)"
